area,config,epoch,training_mse,validation_rmse
5059,"{""length"": 12, ""hidden"": 32}",11,0.0461639562587598,147.26868107958822
5059,"{""length"": 12, ""hidden"": 32}",12,0.0458675335082924,146.1782103553434
5059,"{""length"": 12, ""hidden"": 32}",13,0.0456039837578605,145.23802435628687
5059,"{""length"": 12, ""hidden"": 32}",14,0.0453676663639344,144.41336690606002
5059,"{""length"": 12, ""hidden"": 32}",15,0.0451542610978032,143.6819827224037
5059,"{""length"": 12, ""hidden"": 32}",16,0.0449603295601877,143.02950614908
5059,"{""length"": 12, ""hidden"": 32}",17,0.0447830110542721,142.44603198807573
5059,"{""length"": 12, ""hidden"": 32}",18,0.0446198386054881,141.92441923584772
5059,"{""length"": 12, ""hidden"": 32}",19,0.0444686919969298,141.45802563561332
5059,"{""length"": 12, ""hidden"": 32}",20,0.0443279056076383,141.03786573663044
5059,"{""length"": 12, ""hidden"": 32}",21,0.0441963826916811,140.6525855392319
5059,"{""length"": 12, ""hidden"": 32}",22,0.0440734193397638,140.2925315241017
5059,"{""length"": 12, ""hidden"": 32}",23,0.0439582250248163,139.9518368690796
5059,"{""length"": 12, ""hidden"": 32}",24,0.0438496664275616,139.6282883072003
5059,"{""length"": 12, ""hidden"": 32}",25,0.0437464540749242,139.32228388657074
5059,"{""length"": 12, ""hidden"": 32}",26,0.0436474108638671,139.03596776683725
5059,"{""length"": 12, ""hidden"": 32}",27,0.0435515964233176,138.77220675667488
5059,"{""length"": 12, ""hidden"": 32}",28,0.0434583108094367,138.53366627879504
5059,"{""length"": 12, ""hidden"": 32}",29,0.0433670703731067,138.32244722080415
5059,"{""length"": 12, ""hidden"": 32}",30,0.0432775925408243,138.1404472280046
5059,"{""length"": 144, ""hidden"": 16}",1,0.6507336037742483,531.9487518332851
5059,"{""length"": 144, ""hidden"": 16}",2,0.115492151960641,287.1244693330253
5059,"{""length"": 144, ""hidden"": 16}",3,0.0645762895969478,214.8682845804464
5059,"{""length"": 144, ""hidden"": 16}",4,0.0522241111028122,183.77872464787
5059,"{""length"": 144, ""hidden"": 16}",5,0.0488993939649951,170.3714773770028
5059,"{""length"": 144, ""hidden"": 16}",6,0.0473832769806052,162.62453291740417
5059,"{""length"": 144, ""hidden"": 16}",7,0.0464552887701415,157.5413944934332
5059,"{""length"": 144, ""hidden"": 16}",8,0.0457824142733672,153.7467447225701
5059,"{""length"": 144, ""hidden"": 16}",9,0.0451921670258537,150.34205080412966
5059,"{""length"": 144, ""hidden"": 16}",10,0.0445577342863063,146.60901898447443
5059,"{""length"": 144, ""hidden"": 16}",11,0.043783231613201,142.6984515687302
5059,"{""length"": 144, ""hidden"": 16}",12,0.0431658644061367,141.26175550853142
5059,"{""length"": 144, ""hidden"": 16}",13,0.0427831189298593,140.13208008773304
5059,"{""length"": 144, ""hidden"": 16}",14,0.0425168701416782,138.95347379268372
5059,"{""length"": 144, ""hidden"": 16}",15,0.04222753666084,138.26843699260098
5059,"{""length"": 144, ""hidden"": 16}",16,0.041935738643167,138.0586071882546
5059,"{""length"": 144, ""hidden"": 16}",17,0.041672580248981,138.18385634852424
5059,"{""length"": 144, ""hidden"": 16}",18,0.0414418207408787,138.50002971119278
5059,"{""length"": 144, ""hidden"": 16}",19,0.0412380311487091,138.89209498161674
5059,"{""length"": 144, ""hidden"": 16}",20,0.0410542376059759,139.27297684171305
5059,"{""length"": 144, ""hidden"": 16}",21,0.0408864467469108,139.5741851683471
5059,"{""length"": 144, ""hidden"": 32}",1,0.5069592105554747,380.4127520375769
5059,"{""length"": 144, ""hidden"": 32}",2,0.0725447958441557,198.4826432151653
5059,"{""length"": 144, ""hidden"": 32}",3,0.0512550389506034,164.9740997214455
5059,"{""length"": 144, ""hidden"": 32}",4,0.0479218926722625,153.58224426693096
5059,"{""length"": 144, ""hidden"": 32}",5,0.0464560306287026,147.47984578901057
5059,"{""length"": 144, ""hidden"": 32}",6,0.0452890127153323,143.64822595120512
5059,"{""length"": 144, ""hidden"": 32}",7,0.0443895250172899,142.27287028817526
5059,"{""length"": 144, ""hidden"": 32}",8,0.0439097598620184,143.13529561245218
5059,"{""length"": 144, ""hidden"": 32}",9,0.0437290744839219,139.6330378689034
5059,"{""length"": 144, ""hidden"": 32}",10,0.0433172346106744,138.45521437447763
5059,"{""length"": 144, ""hidden"": 32}",11,0.0427901038156078,138.3880507047726
5059,"{""length"": 144, ""hidden"": 32}",12,0.0423816684269914,138.41358009206604
5059,"{""length"": 144, ""hidden"": 32}",13,0.0420359962762476,138.38832470422045
5059,"{""length"": 144, ""hidden"": 32}",14,0.0417420732069973,138.29268360373354
5059,"{""length"": 144, ""hidden"": 32}",15,0.0414984128060373,138.14252337675669
5059,"{""length"": 144, ""hidden"": 32}",16,0.0412942478712927,137.97265552128258
5059,"{""length"": 144, ""hidden"": 32}",17,0.0411149074544419,137.8094293252984
5059,"{""length"": 144, ""hidden"": 32}",18,0.0409516472559612,137.66227219256393
5059,"{""length"": 144, ""hidden"": 32}",19,0.040801833585106,137.53062799019548
5059,"{""length"": 144, ""hidden"": 32}",20,0.0406646601878128,137.41144804519146
5059,"{""length"": 144, ""hidden"": 32}",21,0.0405393145340788,137.30173933456737
5059,"{""length"": 144, ""hidden"": 32}",22,0.0404247725270576,137.19944507903662
5059,"{""length"": 144, ""hidden"": 32}",23,0.0403199344286107,137.10318543328833
5059,"{""length"": 144, ""hidden"": 32}",24,0.0402237306385337,137.0123389680544
5059,"{""length"": 144, ""hidden"": 32}",25,0.04013519041945,136.9268452223805
5059,"{""length"": 144, ""hidden"": 32}",26,0.0400534397377087,136.8469522695959
5059,"{""length"": 144, ""hidden"": 32}",27,0.0399777191486936,136.77311792560684
5059,"{""length"": 144, ""hidden"": 32}",28,0.0399073607486871,136.7057044149935
5059,"{""length"": 144, ""hidden"": 32}",29,0.0398417747364164,136.6450576511415
5059,"{""length"": 144, ""hidden"": 32}",30,0.0397804360668938,136.59135226715048
5259,"{""length"": 12, ""hidden"": 16}",1,0.6822998673706264,655.3838535914622
5259,"{""length"": 12, ""hidden"": 16}",2,0.1299364293976635,316.18307200563385
5259,"{""length"": 12, ""hidden"": 16}",3,0.0594913987995504,240.9150241059673
5259,"{""length"": 12, ""hidden"": 16}",4,0.0385879099829593,188.1756644411731
5259,"{""length"": 12, ""hidden"": 16}",5,0.0288293923375848,163.81496964833076
5259,"{""length"": 12, ""hidden"": 16}",6,0.0256169887133379,153.38958425343455
5259,"{""length"": 12, ""hidden"": 16}",7,0.0239070868655193,145.9438436409783
5259,"{""length"": 12, ""hidden"": 16}",8,0.022618880542848,140.00101664483327
5259,"{""length"": 12, ""hidden"": 16}",9,0.0216271314410076,135.20744436521042
5259,"{""length"": 12, ""hidden"": 16}",10,0.0208622805417716,131.3520438659562
5259,"{""length"": 12, ""hidden"": 16}",11,0.0202715741449987,128.26827562884677
5259,"{""length"": 12, ""hidden"": 16}",12,0.0198151947067361,125.8175139911476
5259,"{""length"": 12, ""hidden"": 16}",13,0.0194629999595752,123.88185026524197
5259,"{""length"": 12, ""hidden"": 16}",14,0.0191916442895819,122.35991971626854
5259,"{""length"": 12, ""hidden"": 16}",15,0.0189824117219669,121.1647952431948
5259,"{""length"": 12, ""hidden"": 16}",16,0.0188200140455498,120.22323524443976
5259,"{""length"": 12, ""hidden"": 16}",17,0.0186921925164568,119.47521541515572
5259,"{""length"": 12, ""hidden"": 16}",18,0.018589567086035,118.87331721551897
5259,"{""length"": 12, ""hidden"": 16}",19,0.0185053417421604,118.38126404588373
5259,"{""length"": 12, ""hidden"": 16}",20,0.0184347716412565,117.972061630489
5259,"{""length"": 12, ""hidden"": 16}",21,0.0183745816587078,117.62597485469276
5259,"{""length"": 12, ""hidden"": 16}",22,0.0183224425848996,117.32892307910664
5259,"{""length"": 12, ""hidden"": 16}",23,0.0182766307036191,117.07123760137782
5259,"{""length"": 12, ""hidden"": 16}",24,0.0182358156906734,116.84674242370666
5259,"{""length"": 12, ""hidden"": 16}",25,0.0181989636395003,116.65171367613247
5259,"{""length"": 12, ""hidden"": 16}",26,0.0181652815395031,116.48369341243352
5259,"{""length"": 12, ""hidden"": 16}",27,0.0181341720026859,116.34044348539004
5259,"{""length"": 12, ""hidden"": 16}",28,0.0181051855874435,116.21938232621564
5259,"{""length"": 12, ""hidden"": 16}",29,0.0180779777716285,116.11749336008226
5259,"{""length"": 12, ""hidden"": 16}",30,0.0180522808104057,116.0315761051545
5259,"{""length"": 12, ""hidden"": 32}",1,0.5619564642693042,404.5060985793896
5259,"{""length"": 12, ""hidden"": 32}",2,0.0824442048546868,255.9255541575933
5259,"{""length"": 12, ""hidden"": 32}",3,0.0373655196219587,176.01035270428434
5259,"{""length"": 12, ""hidden"": 32}",4,0.028540878046147,159.9534958998665
5259,"{""length"": 12, ""hidden"": 32}",5,0.0262613003282047,152.41099807889776
5259,"{""length"": 12, ""hidden"": 32}",6,0.0246631542967816,146.0721540203591
5259,"{""length"": 12, ""hidden"": 32}",7,0.0234402204843258,140.80832266662364
5259,"{""length"": 12, ""hidden"": 32}",8,0.0224763855307393,136.44772603313805
5259,"{""length"": 12, ""hidden"": 32}",9,0.0217149617305646,132.89343456254323
5259,"{""length"": 12, ""hidden"": 32}",10,0.0211200222731209,130.0845747225899
5259,"{""length"": 12, ""hidden"": 32}",11,0.0206622809089802,127.95174404973947
5259,"{""length"": 12, ""hidden"": 32}",12,0.020312810429771,126.38444813787088
5259,"{""length"": 12, ""hidden"": 32}",13,0.0200431017319402,125.23741019701262
5259,"{""length"": 12, ""hidden"": 32}",14,0.0198284960003917,124.36879332577874
5259,"{""length"": 12, ""hidden"": 32}",15,0.0196507494238242,123.67101114741264
5259,"{""length"": 12, ""hidden"": 32}",16,0.0194979365618264,123.07629249489284
5259,"{""length"": 12, ""hidden"": 32}",17,0.0193627717172993,122.54683628172272
5259,"{""length"": 12, ""hidden"": 32}",18,0.0192408539242223,122.06349005837612
5259,"{""length"": 12, ""hidden"": 32}",19,0.0191294530786969,121.6169487653346
5259,"{""length"": 12, ""hidden"": 32}",20,0.0190267975066853,121.20241664586288
5259,"{""length"": 12, ""hidden"": 32}",21,0.0189316744825737,120.81715966292435
5259,"{""length"": 12, ""hidden"": 32}",22,0.0188432161895824,120.45915765505195
5259,"{""length"": 12, ""hidden"": 32}",23,0.0187607675534928,120.12642273699907
5259,"{""length"": 12, ""hidden"": 32}",24,0.0186838176113386,119.81721179836612
5259,"{""length"": 12, ""hidden"": 32}",25,0.0186119538029116,119.52960907849037
5259,"{""length"": 12, ""hidden"": 32}",26,0.0185448210809257,119.2617347863883
5259,"{""length"": 12, ""hidden"": 32}",27,0.0184821147487017,119.01182132744124
5259,"{""length"": 12, ""hidden"": 32}",28,0.0184235547502071,118.77816813399464
5259,"{""length"": 12, ""hidden"": 32}",29,0.0183688827570282,118.55916600939312
5259,"{""length"": 12, ""hidden"": 32}",30,0.018317857183748,118.3533896234876
5259,"{""length"": 144, ""hidden"": 16}",1,0.6977808075892674,673.7267429095117
5259,"{""length"": 144, ""hidden"": 16}",2,0.1424645707262931,309.6661919225619
5259,"{""length"": 144, ""hidden"": 16}",3,0.0537953661998045,215.57714264048488
5259,"{""length"": 144, ""hidden"": 16}",4,0.0335909888307723,174.36931820980348
5259,"{""length"": 144, ""hidden"": 16}",5,0.0275868498482503,157.21154425698424
5259,"{""length"": 144, ""hidden"": 16}",6,0.0249472865184584,146.5553805951729
5259,"{""length"": 144, ""hidden"": 16}",7,0.0232560332660359,139.05858845899655
5259,"{""length"": 144, ""hidden"": 16}",8,0.0221092187360421,133.70737242444457
5259,"{""length"": 144, ""hidden"": 16}",9,0.0213115712580223,129.8782440325174
5259,"{""length"": 144, ""hidden"": 16}",10,0.0207339321184825,127.1035643948573
5259,"{""length"": 144, ""hidden"": 16}",11,0.0202946105102138,125.05063719056352
5259,"{""length"": 144, ""hidden"": 16}",12,0.0199499538884282,123.51344132393548
5259,"{""length"": 144, ""hidden"": 16}",13,0.0196797878456276,122.35759141055506
5259,"{""length"": 144, ""hidden"": 16}",14,0.0194697518268035,121.46237460931084
5259,"{""length"": 144, ""hidden"": 16}",15,0.0193030415564305,120.72487819986348
5259,"{""length"": 144, ""hidden"": 16}",16,0.0191638618707656,120.08102560643384
5259,"{""length"": 144, ""hidden"": 16}",17,0.0190415471294396,119.4998829533307
5259,"{""length"": 144, ""hidden"": 16}",18,0.0189304198348173,118.96741168847656
5259,"{""length"": 144, ""hidden"": 16}",19,0.0188277610067233,118.47549200166291
5259,"{""length"": 144, ""hidden"": 16}",20,0.01873207164162,118.01744914899058
5259,"{""length"": 144, ""hidden"": 16}",21,0.0186420731559709,117.5864702962087
5259,"{""length"": 144, ""hidden"": 16}",22,0.0185562457760667,117.17443353770491
5259,"{""length"": 144, ""hidden"": 16}",23,0.0184727200976777,116.77010322829815
5259,"{""length"": 144, ""hidden"": 16}",24,0.0183901225521534,116.36294929981425
5259,"{""length"": 144, ""hidden"": 16}",25,0.018309112232005,115.95361878443168
5259,"{""length"": 144, ""hidden"": 16}",26,0.0182318829248908,115.5516296054355
5259,"{""length"": 144, ""hidden"": 16}",27,0.0181599312179439,115.1687075356774
5259,"{""length"": 144, ""hidden"": 16}",28,0.018093126733695,114.81425514864262
5259,"{""length"": 144, ""hidden"": 16}",29,0.018030200408794,114.46778933224954
5259,"{""length"": 144, ""hidden"": 16}",30,0.0179695341548695,114.10409438870823
5259,"{""length"": 144, ""hidden"": 32}",1,0.5784303096064307,437.51933009586463
5259,"{""length"": 144, ""hidden"": 32}",2,0.0755109759383239,195.6650645054677
5259,"{""length"": 144, ""hidden"": 32}",3,0.0319524015867719,161.1139066724889
5259,"{""length"": 144, ""hidden"": 32}",4,0.0278170718489824,149.92313581749966
5259,"{""length"": 144, ""hidden"": 32}",5,0.0257716995996755,143.09777676007863
5259,"{""length"": 144, ""hidden"": 32}",6,0.0244960548333801,138.3689341349309
5259,"{""length"": 144, ""hidden"": 32}",7,0.0235732026389791,134.9187960187545
5259,"{""length"": 144, ""hidden"": 32}",8,0.022846262728622,132.30660115782388
5259,"{""length"": 144, ""hidden"": 32}",9,0.0222495038323831,130.12824254275176
5259,"{""length"": 144, ""hidden"": 32}",10,0.0217440186331311,127.98638300061316
5259,"{""length"": 144, ""hidden"": 32}",11,0.0213106068497238,126.23930070562412
5259,"{""length"": 144, ""hidden"": 32}",12,0.0209169436138481,125.06496364858496
5259,"{""length"": 144, ""hidden"": 32}",13,0.0205090868303569,123.89850216462942
5259,"{""length"": 144, ""hidden"": 32}",14,0.0201312317946427,123.17358155474278
5259,"{""length"": 144, ""hidden"": 32}",15,0.0198328214384302,122.23839871589188
5259,"{""length"": 144, ""hidden"": 32}",16,0.0195817051199474,120.82648966175172
